Id;URL;FullName;FirstName;Status;Race;Gender;Nationality;Parent(s);Child(ren);Relative(s);Partner(s);Profession;Abilities
94;https://witcher.fandom.com/wiki/Muriel;Muriel;Muriel;Deceased;Human;Female;;{'https://witcher.fandom.com/wiki/Anna_Kameny': 'Anna Kameny (mother)', 'https://witcher.fandom.com/wiki/Roger_Kameny': 'Roger Kameny (supposed father)', 'https://witcher.fandom.com/wiki/Amavet': 'Amavet (biological father)'};{'https://witcher.fandom.com/wiki/Robert_II_of_Garramone': 'Robert II of Garramone (son)', 'https://witcher.fandom.com/wiki/Adalia': 'Adalia (daughter)', 'https://witcher.fandom.com/wiki/Jolanta_de_Ruyter': 'Jolanta de Ruyter (daughter)', 'https://witcher.fandom.com/wiki/Julia_de_Ruyter': 'Julia de Ruyter (daughter)', 'https://witcher.fandom.com/wiki/Joanna_de_Ruyter': 'Joanna de Ruyter (daughter)'};{'https://witcher.fandom.com/wiki/Crispin': 'Crispin (twin brother)', 'https://witcher.fandom.com/wiki/Ciri': 'Ciri (great-great-granddaughter)', 'https://witcher.fandom.com/wiki/Daniel_Etcheverry': 'Daniel Etcheverry (great-great-grandson)'};{'https://witcher.fandom.com/wiki/Robert_of_Garramone': 'Robert of Garramone (first husband, deceased)', 'https://witcher.fandom.com/wiki/Count_de_Ruyter': 'Count de Ruyter (second husband)'};;
95;https://witcher.fandom.com/wiki/Mykitka;Mykitka;Mykitka;;Human;Female;;;;;;;
96;https://witcher.fandom.com/wiki/Nazarian;Nazarian;Nazarian;;Human;Male;;;;;;Assassin;Swordsmanship
97;https://witcher.fandom.com/wiki/Nimue_verch_Wledyr_ap_Gwyn;Nimue verch Wledyr ap Gwyn;Nimue;;Human;Female;;{'https://witcher.fandom.com/wiki/Wledyr': 'Wledyr (father)'};;{'https://witcher.fandom.com/wiki/Orla': 'Orla (sister)'};{'https://witcher.fandom.com/wiki/Fisher_King_(lover_of_Nimue)': 'Fisher King (lover of Nimue) (lover)'};Mage;
98;https://witcher.fandom.com/wiki/Ori_Reuven;Ori Reuven;Ori;Deceased;Human;Male;;;;;;Assistant;
99;https://witcher.fandom.com/wiki/Orla;Orla;Orla;;Human;Female;;{'https://witcher.fandom.com/wiki/Wledyr': 'Wledyr (father)'};;{'https://witcher.fandom.com/wiki/Nimue': 'Nimue (sister)'};;;
100;https://witcher.fandom.com/wiki/Papebrock;Papebrock;Papebrock;;Human;Male;;;;{'https://witcher.fandom.com/wiki/Valerian_Papebrock': 'Valerian Papebrock (ancestor)', 'https://witcher.fandom.com/wiki/Brigida_Papebrock': 'Brigida Papebrock (unknown relation)'};;Knight;
101;https://witcher.fandom.com/wiki/Percival_Schuttenbach;Percival Schuttenbach;Percival;;Gnome;Male;;;;;;"Jeweler
Metallurgist";
102;https://witcher.fandom.com/wiki/Philippa_Eilhart;Philippa Eilhart;Philippa;Deceased (killed by Willemer's men)[1];Human;Female;;;;;{'https://witcher.fandom.com/wiki/Sigismund_Dijkstra': 'Sigismund Dijkstra (lover, formerly)', 'https://witcher.fandom.com/wiki/Cynthia': 'Cynthia (lover, formerly)'};"Advisor
Mage";"Magic
Polymorphy (owl)"
103;https://witcher.fandom.com/wiki/Pinto;Pinto;Pinto;;Human;Male;;;;;;"Leader of a band
Horse thief";
104;https://witcher.fandom.com/wiki/Radovid_V;Radovid V;Radovid V;;Human;Male;;{'https://witcher.fandom.com/wiki/Hedwig_of_Malleore': 'Hedwig of Malleore (mother)', 'https://witcher.fandom.com/wiki/Vizimir_II': 'Vizimir II (father)'};;{'https://witcher.fandom.com/wiki/Dalimira': 'Dalimira (sister)', 'https://witcher.fandom.com/wiki/Milena': 'Milena (sister)'};{'https://witcher.fandom.com/wiki/Adda_the_White': 'Adda the White (wife, optional)'};;
105;https://witcher.fandom.com/wiki/Reef;Reef;Reef;Deceased (killed by Leo Bonhart);Human;Male;;;;;;;
106;https://witcher.fandom.com/wiki/Reynard_Odo;Reynard Odo;Reynard;;Human;Male;;;;;;Knight;
107;https://witcher.fandom.com/wiki/Riannon;Riannon;Riannon;Deceased;Half-elf;Female;;{'https://witcher.fandom.com/wiki/Lara_Dorren': 'Lara Dorren (mother)', 'https://witcher.fandom.com/wiki/Cregennan_of_Lod': 'Cregennan of Lod (father)', 'https://witcher.fandom.com/wiki/Cerro': 'Cerro (adoptive mother)', 'https://witcher.fandom.com/wiki/Vridank': 'Vridank (adoptive father)'};{'https://witcher.fandom.com/wiki/Amavet': 'Amavet (son)', 'https://witcher.fandom.com/wiki/Adela': 'Adela (daughter)'};{'https://witcher.fandom.com/wiki/Falka': 'Falka (adoptive sister)', 'https://witcher.fandom.com/wiki/Heltmult': 'Heltmult (adoptive brother)', 'https://witcher.fandom.com/wiki/Denhard': 'Denhard (adoptive brother)', 'https://witcher.fandom.com/wiki/Muriel': 'Muriel (granddaughter)', 'https://witcher.fandom.com/wiki/Crispin': 'Crispin (grandson)', 'https://witcher.fandom.com/wiki/Ciri': 'Ciri (descendant)'};{'https://witcher.fandom.com/wiki/Goidemar': 'Goidemar (husband)'};;
108;https://witcher.fandom.com/wiki/Rience;Rience;Rience;Deceased (drowned in Tarn Mira);Human;Male;;;;;;Mage;Magic
109;https://witcher.fandom.com/wiki/Riordain;Riordain;Riordain;Deceased (executed);Aen Seidhe Elf;Male;;;;;;Soldier;Swordsmanship
110;https://witcher.fandom.com/wiki/Roach;Roach;Roach;;Unknown;"Female (books and games)
Male (dependent in The Witcher 3: Wild Hunt)";;;;;;;
111;https://witcher.fandom.com/wiki/Robert_of_Garramone;Robert of Garramone;Robert;Deceased (killed in battle);Human;Male;;;{'https://witcher.fandom.com/wiki/Adalia': 'Adalia (daughter)', 'https://witcher.fandom.com/wiki/Robert_II_of_Garramone': 'Robert II of Garramone (son)'};{'https://witcher.fandom.com/wiki/Ciri': 'Ciri (great-great-granddaughter)', 'https://witcher.fandom.com/wiki/Daniel_Etcheverry': 'Daniel Etcheverry (great-great-grandson)'};{'https://witcher.fandom.com/wiki/Muriel': 'Muriel (wife)'};;
112;https://witcher.fandom.com/wiki/Roger_Kameny;Roger Kameny;Roger;Deceased (sentenced to death);Human;Male;;;;;{'https://witcher.fandom.com/wiki/Anna_Kameny': 'Anna Kameny (wife)'};;
113;https://witcher.fandom.com/wiki/Sabrina_Glevissig;Sabrina Glevissig;Sabrina;;Human;Female;;;;{'https://witcher.fandom.com/wiki/Jade_Glevissig': 'Jade Glevissig (ancestor)'};;"Advisor
Mage";Magic
114;https://witcher.fandom.com/wiki/Schirr%C3%BA;Schirrú;Schirrú;Deceased (burned alive);Half-elf;Male;;;;;;Assassin;
115;https://witcher.fandom.com/wiki/Servadio;Servadio;Servadio;;Human;Male;(?);;;;;Spy;
116;https://witcher.fandom.com/wiki/Sheala_de_Tancarville;Sheala de Tancarville;Sheala;;Human;Female;;;;;;"Advisor
Researcher
Mage";Magic
117;https://witcher.fandom.com/wiki/Shilard_Fitz-Oesterlen;Shilard Fitz-Oesterlen;Shilard;;Human;Male;;;;{'https://witcher.fandom.com/wiki/Fitz-Oesterlen_(cadet)': 'Fitz-Oesterlen (cadet) (likely)'};;Ambassador of Nilfgaard;
118;https://witcher.fandom.com/wiki/Sievers;Sievers;Sievers;;Human;Male;;;;;;Soldier;
119;https://witcher.fandom.com/wiki/Sigismund_Dijkstra;Sigismund Dijkstra;Sigismund;;Human;Male;;;;;{'https://witcher.fandom.com/wiki/Philippa_Eilhart': 'Philippa Eilhart (lover)', 'https://witcher.fandom.com/wiki/Marie_de_Mercey': 'Marie de Mercey (lover)'};"Spymaster
Chancellor";
120;https://witcher.fandom.com/wiki/Silvester_Bugiardo;Silvester Bugiardo;Silvester;;Human;Male;;;;;;Author;
121;https://witcher.fandom.com/wiki/Simlas_Finn_aep_Dabairr;Simlas Finn aep Dabairr;Simlas;;Aen Seidhe Elf;Male;;;{'https://witcher.fandom.com/wiki/Francesca_Findabair': 'Francesca Findabair (daughter)'};;;Aen Saevherne;
122;https://witcher.fandom.com/wiki/Sirssa;Sirssa;Sirssa;;Dryad;Female;Brokilonian;;;;;;
123;https://witcher.fandom.com/wiki/Stefan_Skellen;Stefan Skellen;Stefan;Deceased (executed by hanging);Human;Male;;{'https://witcher.fandom.com/wiki/Bertram_Skellen': 'Bertram Skellen (father)'};;;{'https://witcher.fandom.com/wiki/Chloe_Stitz': 'Chloe Stitz (lover)'};;
124;https://witcher.fandom.com/wiki/Stella_Congreve;Stella Congreve;Stella;Deceased;Human;Female;;{'https://witcher.fandom.com/wiki/Otto_de_Congreve': 'Otto de Congreve (father)'};;;;;
125;https://witcher.fandom.com/wiki/Stribog;Stribog;Stribog;;Human;Male;;;;;;Storyteller;
126;https://witcher.fandom.com/wiki/Stucco_Zangenis;Stucco Zangenis;Stucco;;Human;Male;;;;;;Mage;Magic
127;https://witcher.fandom.com/wiki/Talbot;Talbot;Talbot;;Human;Male;;;;;;Editor;
128;https://witcher.fandom.com/wiki/Tissaia_de_Vries;Tissaia de Vries;Tissaia;Deceased (commited suicide by slitting her wrists);Human;Female;;;;;;"Rectoress of Aretuza (formerly)
Mage
Author";Magic
129;https://witcher.fandom.com/wiki/Toruviel;Toruviel;Toruviel;;Aen Seidhe Elf;Female;;;;;;;Swordsmanship
130;https://witcher.fandom.com/wiki/Triss_Merigold;Triss Merigold;Triss;;Human;Female;;;;;{'https://witcher.fandom.com/wiki/Geralt_of_Rivia': 'Geralt of Rivia (former lover in books, possible lover in games)'};"Advisor
Mage";"Magic
Alchemy"
131;https://witcher.fandom.com/wiki/Tugdual;Tugdual;Tugdual;;Human;Male;;;;;;Mage;Magic
132;https://witcher.fandom.com/wiki/Tuzik;Tuzik;Tuzik;;Human;Male;;;{'https://witcher.fandom.com/wiki/Milenka': 'Milenka (daughter)'};;;;
133;https://witcher.fandom.com/wiki/Vanadain;Vanadain;Vanadain;;Aen Seidhe Elf;Male;;;;;;;
134;https://witcher.fandom.com/wiki/Vascoigne;Vascoigne;Vascoigne;;Human;Male;;;;;;"Drakenborg deputy commander (formerly)
Drakenborg fort commandant";
135;https://witcher.fandom.com/wiki/Vattier_de_Rideaux;Vattier de Rideaux;Vattier;;Human;Male;;;;;{'https://witcher.fandom.com/wiki/Carthia_van_Canten': 'Carthia van Canten (lover)'};Spymaster;
136;https://witcher.fandom.com/wiki/Vera_Loewenhaupt;Vera Loewenhaupt;Vera;Deceased;Human;Female;;;;;;Merchant;
137;https://witcher.fandom.com/wiki/Vilgefortz;Vilgefortz;Vilgefortz;Deceased (killed by Geralt);Human;Male;;;;;;"Druid
Mercenary
Mage
Spy (formerly)";"Stick-fighting (staff)
Magic"
138;https://witcher.fandom.com/wiki/Vissegerd;Vissegerd;Vissegerd;;Human;Male;;;;;;;
139;https://witcher.fandom.com/wiki/Vizimir_II;Vizimir II;Vizimir II;Deceased (killed by an elven assassin);Human;Male;;{'https://witcher.fandom.com/wiki/Heribert': 'Heribert (father)', 'https://witcher.fandom.com/wiki/Diana_de_Saint-Villiers': 'Diana de Saint-Villiers (mother)'};{'https://witcher.fandom.com/wiki/Radovid_V': 'Radovid V (son)', 'https://witcher.fandom.com/wiki/Milena': 'Milena (daughter)', 'https://witcher.fandom.com/wiki/Dalimira': 'Dalimira (daughter)'};;{'https://witcher.fandom.com/wiki/Hedwig_of_Malleore': 'Hedwig of Malleore (wife)'};;
140;https://witcher.fandom.com/wiki/Vreemde;Vreemde;Vreemde;;Human;Male;;;;;;Soldier;
141;https://witcher.fandom.com/wiki/Vridank;Vridank;Vridank;Deceased (killed during Falka's rebellion);Human;Male;;{'https://witcher.fandom.com/wiki/Radovid_III': 'Radovid III (father)', 'https://witcher.fandom.com/wiki/Viviana': 'Viviana (mother)'};{'https://witcher.fandom.com/wiki/Falka': 'Falka (daughter)', 'https://witcher.fandom.com/wiki/Heltmult': 'Heltmult (son)', 'https://witcher.fandom.com/wiki/Denhard': 'Denhard (son)', 'https://witcher.fandom.com/wiki/Riannon': 'Riannon (adoptive daughter)'};{'https://witcher.fandom.com/wiki/Vizimir_I': 'Vizimir I (uncle)'};{'https://witcher.fandom.com/wiki/Beatrix_of_Kovir': 'Beatrix of Kovir (first wife, divorced)', 'https://witcher.fandom.com/wiki/Cerro': 'Cerro (second wife)'};;
142;https://witcher.fandom.com/wiki/Xarthisius;Xarthisius;Xarthisius;;Human;Male;;;;;;Astrologer;Astromancy
143;https://witcher.fandom.com/wiki/Yazon_Varda;Yazon Varda;Yazon;Deceased (killed during a battle on the Yaruga);Dwarf;Male;;;;;;"Blacksmith
Soldier";
144;https://witcher.fandom.com/wiki/Yennefer_of_Vengerberg;Yennefer of Vengerberg;Yennefer;;Quarter-elf;Female;;;{'https://witcher.fandom.com/wiki/Ciri': 'Ciri (adopted daughter)'};;{'https://witcher.fandom.com/wiki/Geralt_of_Rivia': 'Geralt of Rivia (love of her life in books, possible lover in games)', 'https://witcher.fandom.com/wiki/Istredd': 'Istredd (lover, formerly)', 'https://witcher.fandom.com/wiki/Crach_an_Craite': 'Crach an Craite (lover, formerly)'};"Advisor
Mage";Magic
145;https://witcher.fandom.com/wiki/Zgarba;Zgarba;Zgarba;;Human;Male;;;;;;Cartwright;
146;https://witcher.fandom.com/wiki/Zoltan_Chivay;Zoltan Chivay;Zoltan;;Dwarf;Male;;;;;{'https://witcher.fandom.com/wiki/Eudora_Breckenriggs': 'Eudora Breckenriggs (fiancée)'};;Swordsmanship
147;https://witcher.fandom.com/wiki/Blood_of_Elves_minor_characters;Blood of Elves minor characters;Blood;;Human;Female;;;;;{'https://witcher.fandom.com/wiki/Blood_of_Elves_minor_characters#Loach': 'Blood of Elves minor characters (husband)'};Knight;
148;https://witcher.fandom.com/wiki/Abrad_the_Old_Oak;Abrad the Old Oak;Abrad;;Human;Male;;;;"{'https://witcher.fandom.com/wiki/Sambuk': 'Sambuk (ancestor?)', 'https://witcher.fandom.com/wiki/Radovid_I': 'Radovid I (descendant)', 'https://witcher.fandom.com/wiki/Abrad_%22Jack-up-the-Skirt%22': 'Abrad ""Jack-up-the-Skirt"" (descendant?)'}";;;
149;https://witcher.fandom.com/wiki/Aelirenn;Aelirenn;Aelirenn;Deceased (killed in battle);Aen Seidhe Elf;Female;;;;;;;
150;https://witcher.fandom.com/wiki/Agnes_of_Glanville;Agnes of Glanville;Agnes;Deceased;Human;Female;;;;;;"Mage
Author";"Air-based magic
Source"
151;https://witcher.fandom.com/wiki/Anna_Tiller;Anna Tiller;Anna;;Unknown;Female;;;;;;Author;
152;https://witcher.fandom.com/wiki/Ans%C3%A9is;Anséis;Anséis;;Human;Male;;{'https://witcher.fandom.com/wiki/Meve': 'Meve (mother)', 'https://witcher.fandom.com/wiki/Reginald': 'Reginald (father)'};;{'https://witcher.fandom.com/wiki/Villem': 'Villem (brother)'};{'https://witcher.fandom.com/wiki/Carthia_van_Canten': 'Carthia van Canten (lover)'};Knight;
153;https://witcher.fandom.com/wiki/Axel_Esparza;Axel Esparza;Axel;Deceased (killed during the Battle of Sodden Hill);Human;Male;;;;;;Mage;Magic
154;https://witcher.fandom.com/wiki/Boatbug;Boatbug;Boatbug;;Human;Male;;;;;;Skipper;
155;https://witcher.fandom.com/wiki/Boratek;Boratek;Boratek;;Human;Male;;;;;;Customs officer;
156;https://witcher.fandom.com/wiki/Bronibor;Bronibor;Bronibor;Deceased (died during the Battle of Brenna);Human;Male;;;;;;Soldier;Swordsmanship
157;https://witcher.fandom.com/wiki/Carla_Demetia_Crest;Carla Demetia Crest;Carla;Deceased;Human;Female;;;;;;Mage;Magic
158;https://witcher.fandom.com/wiki/Co%C3%ABn;Coën;Coën;Deceased (stabbed during the Battle of Brenna);Witcher Human;Male;;;;;;Witcher;"Superhuman abilities
Swordsmanship
Alchemy
Signs"
159;https://witcher.fandom.com/wiki/Crach_an_Craite;Crach an Craite;Crach;Deceased (killed by Eredin, games);Human;Male;;{};{'https://witcher.fandom.com/wiki/Hjalmar_an_Craite': 'Hjalmar an Craite (son)', 'https://witcher.fandom.com/wiki/Cerys_an_Craite': 'Cerys an Craite (daughter)', 'https://witcher.fandom.com/wiki/Ragnar': 'Ragnar (son)'};{'https://witcher.fandom.com/wiki/Bran_Tuirseach': 'Bran Tuirseach (maternal uncle)', 'https://witcher.fandom.com/wiki/Eist_Tuirseach': 'Eist Tuirseach (maternal uncle)', 'https://witcher.fandom.com/wiki/Svanrige_Tuirseach': 'Svanrige Tuirseach (first cousin)', 'https://witcher.fandom.com/wiki/Calanthe': 'Calanthe (aunt)'};{'https://witcher.fandom.com/wiki/Yennefer_of_Vengerberg': 'Yennefer of Vengerberg (formerly)'};;
160;https://witcher.fandom.com/wiki/Dezmod;Dezmod;Dezmod;Deceased;Human;Male;;;{'https://witcher.fandom.com/wiki/Abdank': 'Abdank (son)'};;;;
161;https://witcher.fandom.com/wiki/Donimir_of_Troy;Donimir of Troy;Donimir;;Human;Male;;;;;;Knight;
162;https://witcher.fandom.com/wiki/Duke_de_Ruyter;Duke de Ruyter;Duke;Deceased;Unknown;Male;;;;;;"Commander
Author";
163;https://witcher.fandom.com/wiki/Edmund_Bumbler;Edmund Bumbler;Edmund;;Human;Male;;;;;;Zoology lecturer;
164;https://witcher.fandom.com/wiki/Eist_Tuirseach;Eist Tuirseach;Eist;Deceased (shot in the left eye during the Battle of Marnadal);Human;Male;;;;"{'https://witcher.fandom.com/wiki/Bran_Tuirseach': 'Bran Tuirseach (brother)', 'https://witcher.fandom.com/wiki/Crach%27s_mother': ""Crach's mother (sister)"", 'https://witcher.fandom.com/wiki/Crach_an_Craite': 'Crach an Craite (nephew)', 'https://witcher.fandom.com/wiki/Svanrige_Tuirseach': 'Svanrige Tuirseach (nephew)', 'https://witcher.fandom.com/wiki/Ciri': 'Ciri (stepgranddaughter)'}";{'https://witcher.fandom.com/wiki/Calanthe': 'Calanthe (wife)'};;
165;https://witcher.fandom.com/wiki/Ekkehard_of_Sodden;Ekkehard of Sodden;Ekkehard;Deceased;Human;Male;;{'https://witcher.fandom.com/wiki/Gutram': 'Gutram (father)'};;{'https://witcher.fandom.com/wiki/Sancia_of_Sodden': 'Sancia of Sodden (half-sister)', 'https://witcher.fandom.com/wiki/Foltest': 'Foltest (half-nephew)'};;;
166;https://witcher.fandom.com/wiki/Ervyll;Ervyll;Ervyll;Deceased (assassinated);Human;Male;;;{'https://witcher.fandom.com/wiki/Kistrin': 'Kistrin (son)'};;{'https://witcher.fandom.com/wiki/Eliza': 'Eliza (wife)'};;
167;https://witcher.fandom.com/wiki/Eskel;Eskel;Eskel;;Witcher Human;Male;;;;;;Witcher;"Superhuman abilities
Swordsmanship
Alchemy
Signs"
168;https://witcher.fandom.com/wiki/Essi_Daven;Essi Daven;Essi;Deceased (smallpox);Human;Female;[2];;;{'https://witcher.fandom.com/wiki/Ellen_Daven': 'Ellen Daven (sister)'};{'https://witcher.fandom.com/wiki/Geralt_of_Rivia': 'Geralt of Rivia (fling)'};Trobairitz;
169;https://witcher.fandom.com/wiki/Esterad_Thyssen;Esterad Thyssen;Esterad;Deceased (killed by assassins);Human;Male;;{'https://witcher.fandom.com/wiki/Blanka': 'Blanka (mother)', 'https://witcher.fandom.com/wiki/Baldwin_Thyssen': 'Baldwin Thyssen (father)'};{'https://witcher.fandom.com/wiki/Gaudemunda_Thyssen': 'Gaudemunda Thyssen (daughter)', 'https://witcher.fandom.com/wiki/Heloiza_Thyssen': 'Heloiza Thyssen (daughter)', 'https://witcher.fandom.com/wiki/Tankred_Thyssen': 'Tankred Thyssen (son)'};{'https://witcher.fandom.com/wiki/Demavend_III': 'Demavend III (second cousin)'};{'https://witcher.fandom.com/wiki/Zuleyka': 'Zuleyka (wife)'};;
170;https://witcher.fandom.com/wiki/Eurneid;Eurneid;Eurneid;;Human;Female;;;;;;Priestess;
171;https://witcher.fandom.com/wiki/Everett;Everett;Everett;;Human;Male;;;;;;Professor at Oxenfurt Academy;
172;https://witcher.fandom.com/wiki/Fercart;Fercart;Fercart;Deceased (killed during the Thanedd coup);Human;Male;;;;;;Mage;Magic
173;https://witcher.fandom.com/wiki/Flavius_Michelet;Flavius Michelet;Flavius;Deceased (killed by Geralt of Rivia);Human;Male;;;;{'https://witcher.fandom.com/wiki/Lodovico_Michelet': 'Lodovico Michelet (brother)', 'https://witcher.fandom.com/wiki/Rizzi_Michelet': 'Rizzi Michelet (brother)', 'https://witcher.fandom.com/wiki/Toublanc_Michelet': 'Toublanc Michelet (brother)'};;Professional killer;Swordsmanship
174;https://witcher.fandom.com/wiki/Foltest;Foltest;Foltest;Deceased (game canon, assassinated by Letho);Human;Male;;{'https://witcher.fandom.com/wiki/Sancia_of_Sodden': 'Sancia of Sodden (mother)', 'https://witcher.fandom.com/wiki/Medell': 'Medell (father)'};{'https://witcher.fandom.com/wiki/Adda_the_White': 'Adda the White (daughter)', 'https://witcher.fandom.com/wiki/Ana%C3%AFs_La_Valette': 'Anaïs La Valette (daughter)', 'https://witcher.fandom.com/wiki/Boussy_La_Valette': 'Boussy La Valette (son)'};{'https://witcher.fandom.com/wiki/Adda_of_Temeria': 'Adda of Temeria (sister)', 'https://witcher.fandom.com/wiki/Ekkehard_of_Sodden': 'Ekkehard of Sodden (maternal uncle)', 'https://witcher.fandom.com/wiki/Meve': 'Meve (cousin)', 'https://witcher.fandom.com/wiki/Jurkast': 'Jurkast (distant cousin)'};{'https://witcher.fandom.com/wiki/Adda_of_Temeria': 'Adda of Temeria (sister/lover)', 'https://witcher.fandom.com/wiki/Maria_Louisa_La_Valette': 'Maria Louisa La Valette (lover)'};;
175;https://witcher.fandom.com/wiki/Geoffrey_Monck;Geoffrey Monck;Geoffrey;Deceased;Human;Male;;;;;;Mage;Magic
176;https://witcher.fandom.com/wiki/Giambattista;Giambattista;Giambattista;Deceased;Human;Male;;;;;;Mage;Magic
177;https://witcher.fandom.com/wiki/Griffin_of_Temeria;Griffin of Temeria;Griffin;Deceased (heart attack);Human;Male;;{'https://witcher.fandom.com/wiki/Cedric_(king)': 'Cedric (king) (father)', 'https://witcher.fandom.com/wiki/Berengaria_Thyssen': 'Berengaria Thyssen (mother)'};{'https://witcher.fandom.com/wiki/Bienvenu_La_Louve': 'Bienvenu La Louve (daughter)'};;{'https://witcher.fandom.com/wiki/Clarissa_of_Toussaint': 'Clarissa of Toussaint (wife)'};;
178;https://witcher.fandom.com/wiki/Gruzila;Gruzila;Gruzila;;Human;Male;;;;;;Bouncer at Mama Lantieri's;
179;https://witcher.fandom.com/wiki/Herbert_Stammelford;Herbert Stammelford;Herbert;Deceased;Human;Male;;;;;;Mage;Magic
180;https://witcher.fandom.com/wiki/Hereward;Hereward;Hereward;;Human;Male;;;;{'https://witcher.fandom.com/wiki/Herevard_II': 'Herevard II (unknown relation)'};{'https://witcher.fandom.com/wiki/Ermellia': 'Ermellia (wife)'};;
181;https://witcher.fandom.com/wiki/Hrosvitha;Hrosvitha;Hrosvitha;;Human;Female;;;;;;"Priestess
Instructor";
182;https://witcher.fandom.com/wiki/Iola;Iola;Iola;;Human;Female;;;;;;Priestess;
183;https://witcher.fandom.com/wiki/Iola_the_Second;Iola the Second;Iola;Deceased (Catriona plague);Human;Female;;;;;;"Priestess
Field medic";
184;https://witcher.fandom.com/wiki/Ironware;Ironware;Ironware;;Gnome;Male;;;;;;Manufacturer of ironwares;
185;https://witcher.fandom.com/wiki/Ivo_Richert;Ivo Richert;Ivo;Deceased;Human;Male;;;;;;"Author
Mage";Magic
186;https://witcher.fandom.com/wiki/Jan_Bekker;Jan Bekker;Jan;Deceased;Human;Male;;;;;;"Mage
Author";Magic
187;https://witcher.fandom.com/wiki/Jarre;Jarre;Jarre;;Human;Male;;;;"{'https://witcher.fandom.com/wiki/Ciri_(Jarre%27s_granddaughter)': ""Ciri (Jarre's granddaughter) (youngest granddaughter)""}";{'https://witcher.fandom.com/wiki/Lucienne': 'Lucienne (wife)'};"Scribe
Author
Soldier (formerly)";
188;https://witcher.fandom.com/wiki/Katje;Katje;Katje;;Human;Female;;;;;;Priestess;
189;https://witcher.fandom.com/wiki/Kistrin;Kistrin;Kistrin;;Human;Male;;{'https://witcher.fandom.com/wiki/Ervyll': 'Ervyll (father)', 'https://witcher.fandom.com/wiki/Eliza': 'Eliza (mother, possibly)'};;{'https://witcher.fandom.com/wiki/Freixenet': 'Freixenet (uncle)'};;;
190;https://witcher.fandom.com/wiki/Lambert;Lambert;Lambert;;Witcher Human;Male;;;;;{'https://witcher.fandom.com/wiki/Keira_Metz': 'Keira Metz (optional)'};Witcher;"Superhuman abilities
Swordsmanship
Alchemy
Signs"
191;https://witcher.fandom.com/wiki/Linus_Pitt;Linus Pitt;Linus;;Human;Male;;;;;;Lecturer at Oxenfurt Academy;
192;https://witcher.fandom.com/wiki/Lodovico_Michelet;Lodovico Michelet;Lodovico;Deceased (killed by Geralt of Rivia);Human;Male;;;;{'https://witcher.fandom.com/wiki/Flavius_Michelet': 'Flavius Michelet (brother)', 'https://witcher.fandom.com/wiki/Rizzi_Michelet': 'Rizzi Michelet (brother)', 'https://witcher.fandom.com/wiki/Toublanc_Michelet': 'Toublanc Michelet (brother)'};;Professional killer;Swordsmanship
193;https://witcher.fandom.com/wiki/Lucas_Corto;Lucas Corto;Lucas;;Dwarf;Male;;;;;;"Adventurer
Dragon slayer
Mercenary";
194;https://witcher.fandom.com/wiki/Lydia_van_Bredevoort;Lydia van Bredevoort;Lydia;Deceased (stabbed beneath the sternum);Human;Female;;;;;;"Artist
Mage
Secretary";Magic
195;https://witcher.fandom.com/wiki/Lytta_Neyd;Lytta Neyd;Lytta;Deceased (killed during the Battle of Sodden Hill);Human;Female;;;;;{'https://witcher.fandom.com/wiki/Algernon_Guincamp': 'Algernon Guincamp (lover, formerly)', 'https://witcher.fandom.com/wiki/Geralt_of_Rivia': 'Geralt of Rivia (lover, briefly)'};"Advisor
Mage";Magic
196;https://witcher.fandom.com/wiki/Mama_Lantieri;Mama Lantieri;Mama;;Human;Female; ?;;;;;Brothel owner;
197;https://witcher.fandom.com/wiki/Maria_Louisa_La_Valette;Maria Louisa La Valette;Maria;;Human;Female;;;{'https://witcher.fandom.com/wiki/Aryan_La_Valette': 'Aryan La Valette (son)', 'https://witcher.fandom.com/wiki/Boussy_La_Valette': 'Boussy La Valette (son)', 'https://witcher.fandom.com/wiki/Ana%C3%AFs_La_Valette': 'Anaïs La Valette (daughter)'};{};{'https://witcher.fandom.com/wiki/Old_Baron_La_Valette': 'Old Baron La Valette (husband)', 'https://witcher.fandom.com/wiki/Foltest': 'Foltest (lover)'};;
198;https://witcher.fandom.com/wiki/Marquis_La_Creahme;Marquis La Creahme;Marquis;;Unknown;Male;;;;;;Author;
199;https://witcher.fandom.com/wiki/Medell;Medell;Medell;Deceased;Human;Male;;{'https://witcher.fandom.com/wiki/Bienvenu_La_Louve': 'Bienvenu La Louve (mother)', 'https://witcher.fandom.com/wiki/Hugo_of_Rivia': 'Hugo of Rivia (father)'};{'https://witcher.fandom.com/wiki/Foltest': 'Foltest (son)', 'https://witcher.fandom.com/wiki/Adda_of_Temeria': 'Adda of Temeria (daughter)'};{'https://witcher.fandom.com/wiki/Adda_the_White': 'Adda the White (granddaughter)'};{'https://witcher.fandom.com/wiki/Sancia_of_Sodden': 'Sancia of Sodden (wife)'};;
200;https://witcher.fandom.com/wiki/Menno_Coehoorn;Menno Coehoorn;Menno;Deceased (killed by Zoltan Chivay's company);Human;Male;(likely);;;;;Soldier;
201;https://witcher.fandom.com/wiki/Michelet_brothers;Michelet brothers;Michelet;Dissolved;Unknown;;;;;;;;
202;https://witcher.fandom.com/wiki/Milan_Raupenneck;Milan Raupenneck;Milan;Deceased;Human;Male;;;;;;;
