Id;Book;URL;FullName;FirstName
289;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Ethain;Ethain;Ethain
290;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Eurneid;Eurneid;Eurneid
291;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Fregenal;Fregenal;Fregenal
292;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Freixenet;Freixenet;Freixenet
293;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Freya_(Skelliger);Freya;Freya
294;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Galahad;Galahad;Galahad
295;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Gardenia_Biberveldt;Gardenia Biberveldt;Gardenia
296;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Geralt_of_Rivia;Geralt of Rivia;Geralt
297;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Grozim;Grozim;Grozim
298;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Herwig;Herwig;Herwig
299;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Hotspurn;Hotspurn;Hotspurn
300;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Iola_the_Second;Iola the Second;Iola
301;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Jarre;Jarre;Jarre
302;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Kashka;Kashka;Kashka
303;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Kehl;Kehl;Kehl
304;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Kelpie_(horse);Kelpie;Kelpie
305;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Korin;Korin;Korin
306;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Koshchey%27s_Men;Koshchey's Men;Koshchey's
307;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Leo_Bonhart;Leo Bonhart;Leo
308;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Lily_Biberveldt;Lily Biberveldt;Lily
309;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Loki_an_Craite;Loki an Craite;Loki
310;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Manissa;Manissa;Manissa
311;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Matholm;Matholm;Matholm
312;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Merle;Merle;Merle
313;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Mikula_(blacksmith);Mikula;Mikula
314;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Mistle;Mistle;Mistle
315;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Mona_(dryad);Mona;Mona
316;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Morenn_(Braenn%27s_daughter);Morenn;Morenn
317;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Mousesack;Mousesack;Mousesack
318;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Nenneke;Nenneke;Nenneke
319;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Percival_Schuttenbach;Percival Schuttenbach;Percival
320;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Radcliffe;Radcliffe;Radcliffe
321;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Radim;Radim;Radim
322;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Ragnar_an_Craite;Ragnar an Craite;Ragnar
323;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Sandy_Frogmorton;Sandy Frogmorton;Sandy
324;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Sh%27eenaz;Sh'eenaz;Sh'eenaz
325;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Sigismund_Dijkstra;Sigismund Dijkstra;Sigismund
326;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Something_Ends,_Something_Begins_minor_characters;Something Ends, Something Begins minor characters;Something
327;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Sulivoy;Sulivoy;Sulivoy
328;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Topin;Topin;Topin
329;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Triss_Merigold;Triss Merigold;Triss
330;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Venzlav;Venzlav;Venzlav
331;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Vesemir;Vesemir;Vesemir
332;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Villentretenmerth;Villentretenmerth;Villentretenmerth
333;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Visenna;Visenna;Visenna
334;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Vissing;Vissing;Vissing
335;Something Ends, Something Begins;https://witcher.fandom.com/wiki/White_Lady;White Lady;White
336;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Willem;Willem;Willem
337;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Yarpen_Zigrin;Yarpen Zigrin;Yarpen
338;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Yennefer_of_Vengerberg;Yennefer of Vengerberg;Yennefer
339;Something Ends, Something Begins;https://witcher.fandom.com/wiki/Yves;Yves;Yves
340;Sword of Destiny;https://witcher.fandom.com/wiki/Agloval;Agloval;Agloval
341;Sword of Destiny;https://witcher.fandom.com/wiki/Akeretta;Akeretta;Akeretta
342;Sword of Destiny;https://witcher.fandom.com/wiki/Alvina;Alvina;Alvina
343;Sword of Destiny;https://witcher.fandom.com/wiki/Arno_Hardbottom;Arno Hardbottom;Arno
344;Sword of Destiny;https://witcher.fandom.com/wiki/Artaud_Terranova;Artaud Terranova;Artaud
345;Sword of Destiny;https://witcher.fandom.com/wiki/Atlan_Kerk;Atlan Kerk;Atlan
346;Sword of Destiny;https://witcher.fandom.com/wiki/Axel_Esparza;Axel Esparza;Axel
347;Sword of Destiny;https://witcher.fandom.com/wiki/Beady-eyes;Beady-eyes;Beady-eyes
348;Sword of Destiny;https://witcher.fandom.com/wiki/Begonia_Biberveldt;Begonia Biberveldt;Begonia
349;Sword of Destiny;https://witcher.fandom.com/wiki/Boholt;Boholt;Boholt
350;Sword of Destiny;https://witcher.fandom.com/wiki/Braenn;Braenn;Braenn
351;Sword of Destiny;https://witcher.fandom.com/wiki/Brick;Brick;Brick
352;Sword of Destiny;https://witcher.fandom.com/wiki/Budibog;Budibog;Budibog
353;Sword of Destiny;https://witcher.fandom.com/wiki/Calanthe;Calanthe;Calanthe
354;Sword of Destiny;https://witcher.fandom.com/wiki/Chappelle;Chappelle;Chappelle
355;Sword of Destiny;https://witcher.fandom.com/wiki/Ciri;Ciri;Ciri
356;Sword of Destiny;https://witcher.fandom.com/wiki/Crinfrid_Reavers;Crinfrid Reavers;Crinfrid
357;Sword of Destiny;https://witcher.fandom.com/wiki/Cynthia_(ballad_subject);Cynthia;Cynthia
358;Sword of Destiny;https://witcher.fandom.com/wiki/Dagobert;Dagobert;Dagobert
359;Sword of Destiny;https://witcher.fandom.com/wiki/Dainty_Biberveldt;Dainty Biberveldt;Dainty
360;Sword of Destiny;https://witcher.fandom.com/wiki/Dalia;Dalia;Dalia
361;Sword of Destiny;https://witcher.fandom.com/wiki/Dandelion;Dandelion;Dandelion
362;Sword of Destiny;https://witcher.fandom.com/wiki/Detchka;Detchka;Detchka
363;Sword of Destiny;https://witcher.fandom.com/wiki/Dezmod;Dezmod;Dezmod
364;Sword of Destiny;https://witcher.fandom.com/wiki/Dorregaray;Dorregaray;Dorregaray
365;Sword of Destiny;https://witcher.fandom.com/wiki/Drunken_ferryman;Drunken ferryman;Drunken
366;Sword of Destiny;https://witcher.fandom.com/wiki/Dudu;Dudu;Dudu
367;Sword of Destiny;https://witcher.fandom.com/wiki/Dunca;Dunca;Dunca
368;Sword of Destiny;https://witcher.fandom.com/wiki/Ebbing_quadruplets;Ebbing quadruplets;Ebbing
369;Sword of Destiny;https://witcher.fandom.com/wiki/Eist_Tuirseach;Eist Tuirseach;Eist
370;Sword of Destiny;https://witcher.fandom.com/wiki/Eithn%C3%A9;Eithné;Eithné
371;Sword of Destiny;https://witcher.fandom.com/wiki/Ekkehard_of_Sodden;Ekkehard of Sodden;Ekkehard
372;Sword of Destiny;https://witcher.fandom.com/wiki/Eliza;Eliza;Eliza
373;Sword of Destiny;https://witcher.fandom.com/wiki/Emhyr_var_Emreis;Emhyr var Emreis;Emhyr
374;Sword of Destiny;https://witcher.fandom.com/wiki/Ervyll;Ervyll;Ervyll
375;Sword of Destiny;https://witcher.fandom.com/wiki/Essi_Daven;Essi Daven;Essi
376;Sword of Destiny;https://witcher.fandom.com/wiki/Ethain;Ethain;Ethain
377;Sword of Destiny;https://witcher.fandom.com/wiki/Eyck_of_Denesle;Eyck of Denesle;Eyck
378;Sword of Destiny;https://witcher.fandom.com/wiki/Fercart;Fercart;Fercart
379;Sword of Destiny;https://witcher.fandom.com/wiki/Freixenet;Freixenet;Freixenet
380;Sword of Destiny;https://witcher.fandom.com/wiki/Gar;Gar;Gar
381;Sword of Destiny;https://witcher.fandom.com/wiki/Gardenia_Biberveldt;Gardenia Biberveldt;Gardenia
382;Sword of Destiny;https://witcher.fandom.com/wiki/Gaspard_Drouhard;Gaspard Drouhard;Gaspard
383;Sword of Destiny;https://witcher.fandom.com/wiki/Geralt_of_Rivia;Geralt of Rivia;Geralt
384;Sword of Destiny;https://witcher.fandom.com/wiki/Goldencheeks;Goldencheeks;Goldencheeks
385;Sword of Destiny;https://witcher.fandom.com/wiki/Gorazd;Gorazd;Gorazd
386;Sword of Destiny;https://witcher.fandom.com/wiki/Gritzi;Gritzi;Gritzi
387;Sword of Destiny;https://witcher.fandom.com/wiki/Gyllenstiern;Gyllenstiern;Gyllenstiern
388;Sword of Destiny;https://witcher.fandom.com/wiki/Herbolth;Herbolth;Herbolth
389;Sword of Destiny;https://witcher.fandom.com/wiki/Istredd;Istredd;Istredd
390;Sword of Destiny;https://witcher.fandom.com/wiki/Ivo_Mirce;Ivo Mirce;Ivo
391;Sword of Destiny;https://witcher.fandom.com/wiki/Joachim_Schwann;Joachim Schwann;Joachim
392;Sword of Destiny;https://witcher.fandom.com/wiki/Juan_Pablo_Vassermiller;Juan Pablo Vassermiller;Juan
393;Sword of Destiny;https://witcher.fandom.com/wiki/Junghans;Junghans;Junghans
394;Sword of Destiny;https://witcher.fandom.com/wiki/Kennet;Kennet;Kennet
395;Sword of Destiny;https://witcher.fandom.com/wiki/Kistrin;Kistrin;Kistrin
396;Sword of Destiny;https://witcher.fandom.com/wiki/Kreve;Kreve;Kreve
397;Sword of Destiny;https://witcher.fandom.com/wiki/Lawdbor;Lawdbor;Lawdbor
398;Sword of Destiny;https://witcher.fandom.com/wiki/Levecque;Levecque;Levecque
399;Sword of Destiny;https://witcher.fandom.com/wiki/Lucas_Corto;Lucas Corto;Lucas
400;Sword of Destiny;https://witcher.fandom.com/wiki/Lytta_Neyd;Lytta Neyd;Lytta
401;Sword of Destiny;https://witcher.fandom.com/wiki/Marck;Marck;Marck
402;Sword of Destiny;https://witcher.fandom.com/wiki/Mestvin;Mestvin;Mestvin
403;Sword of Destiny;https://witcher.fandom.com/wiki/Mitzi;Mitzi;Mitzi
404;Sword of Destiny;https://witcher.fandom.com/wiki/Mor%C3%A9nn;Morénn;Morénn
405;Sword of Destiny;https://witcher.fandom.com/wiki/Mousesack;Mousesack;Mousesack
406;Sword of Destiny;https://witcher.fandom.com/wiki/Muskrat;Muskrat;Muskrat
407;Sword of Destiny;https://witcher.fandom.com/wiki/Myrgtabrakke;Myrgtabrakke;Myrgtabrakke
408;Sword of Destiny;https://witcher.fandom.com/wiki/Nadbor;Nadbor;Nadbor
409;Sword of Destiny;https://witcher.fandom.com/wiki/Nelumbo;Nelumbo;Nelumbo
410;Sword of Destiny;https://witcher.fandom.com/wiki/Niedamir;Niedamir;Niedamir
411;Sword of Destiny;https://witcher.fandom.com/wiki/Paulie_Dahlberg;Paulie Dahlberg;Paulie
412;Sword of Destiny;https://witcher.fandom.com/wiki/Pavetta;Pavetta;Pavetta
413;Sword of Destiny;https://witcher.fandom.com/wiki/Podveyka;Podveyka;Podveyka
414;Sword of Destiny;https://witcher.fandom.com/wiki/Pokvit;Pokvit;Pokvit
415;Sword of Destiny;https://witcher.fandom.com/wiki/Putzi;Putzi;Putzi
416;Sword of Destiny;https://witcher.fandom.com/wiki/Radcliffe;Radcliffe;Radcliffe
417;Sword of Destiny;https://witcher.fandom.com/wiki/Regan_Dahlberg;Regan Dahlberg;Regan
418;Sword of Destiny;https://witcher.fandom.com/wiki/Rhundurin;Rhundurin;Rhundurin
419;Sword of Destiny;https://witcher.fandom.com/wiki/Rhyd;Rhyd;Rhyd
420;Sword of Destiny;https://witcher.fandom.com/wiki/Roach;Roach;Roach
421;Sword of Destiny;https://witcher.fandom.com/wiki/Roedskilde;Roedskilde;Roedskilde
422;Sword of Destiny;https://witcher.fandom.com/wiki/Sabrina_Glevissig;Sabrina Glevissig;Sabrina
423;Sword of Destiny;https://witcher.fandom.com/wiki/Sambuk;Sambuk;Sambuk
424;Sword of Destiny;https://witcher.fandom.com/wiki/Sh%27eenaz;Sh'eenaz;Sh'eenaz
425;Sword of Destiny;https://witcher.fandom.com/wiki/Sheepbagger;Sheepbagger;Sheepbagger
426;Sword of Destiny;https://witcher.fandom.com/wiki/Sirssa;Sirssa;Sirssa
427;Sword of Destiny;https://witcher.fandom.com/wiki/Sorrel;Sorrel;Sorrel
428;Sword of Destiny;https://witcher.fandom.com/wiki/Stefan_Skellen;Stefan Skellen;Stefan
429;Sword of Destiny;https://witcher.fandom.com/wiki/Sulik;Sulik;Sulik
430;Sword of Destiny;https://witcher.fandom.com/wiki/Sulimir;Sulimir;Sulimir
431;Sword of Destiny;https://witcher.fandom.com/wiki/Sword_of_Destiny_minor_characters;Sword of Destiny minor characters;Sword
432;Sword of Destiny;https://witcher.fandom.com/wiki/Teleri_Drouhard;Teleri Drouhard;Teleri
433;Sword of Destiny;https://witcher.fandom.com/wiki/Ther_Lukokian;Ther Lukokian;Ther
434;Sword of Destiny;https://witcher.fandom.com/wiki/Triss_Merigold;Triss Merigold;Triss
435;Sword of Destiny;https://witcher.fandom.com/wiki/T%C3%A9a;Téa;Téa
436;Sword of Destiny;https://witcher.fandom.com/wiki/Vanda;Vanda;Vanda
437;Sword of Destiny;https://witcher.fandom.com/wiki/Vanielle;Vanielle;Vanielle
438;Sword of Destiny;https://witcher.fandom.com/wiki/Vell;Vell;Vell
439;Sword of Destiny;https://witcher.fandom.com/wiki/Venzlav;Venzlav;Venzlav
440;Sword of Destiny;https://witcher.fandom.com/wiki/Vertvern;Vertvern;Vertvern
441;Sword of Destiny;https://witcher.fandom.com/wiki/Vesemir;Vesemir;Vesemir
442;Sword of Destiny;https://witcher.fandom.com/wiki/Vespula;Vespula;Vespula
443;Sword of Destiny;https://witcher.fandom.com/wiki/Veverka;Veverka;Veverka
444;Sword of Destiny;https://witcher.fandom.com/wiki/Villentretenmerth;Villentretenmerth;Villentretenmerth
445;Sword of Destiny;https://witcher.fandom.com/wiki/Vimme_Vivaldi;Vimme Vivaldi;Vimme
446;Sword of Destiny;https://witcher.fandom.com/wiki/Viraxas;Viraxas;Viraxas
447;Sword of Destiny;https://witcher.fandom.com/wiki/Visenna;Visenna;Visenna
448;Sword of Destiny;https://witcher.fandom.com/wiki/Voymir_(knight);Voymir;Voymir
449;Sword of Destiny;https://witcher.fandom.com/wiki/V%C3%A9a;Véa;Véa
450;Sword of Destiny;https://witcher.fandom.com/wiki/Xavier_Moran;Xavier Moran;Xavier
451;Sword of Destiny;https://witcher.fandom.com/wiki/Yannick_Brass;Yannick Brass;Yannick
452;Sword of Destiny;https://witcher.fandom.com/wiki/Yarpen_Zigrin;Yarpen Zigrin;Yarpen
453;Sword of Destiny;https://witcher.fandom.com/wiki/Yennefer_of_Vengerberg;Yennefer of Vengerberg;Yennefer
454;Sword of Destiny;https://witcher.fandom.com/wiki/Yo%C3%ABl_Grethen;Yoël Grethen;Yoël
455;Sword of Destiny;https://witcher.fandom.com/wiki/Yurga;Yurga;Yurga
456;Sword of Destiny;https://witcher.fandom.com/wiki/Zelest;Zelest;Zelest
457;The Lady of the Lake;https://witcher.fandom.com/wiki/Aarhenius_Krantz;Aarhenius Krantz;Aarhenius
458;The Lady of the Lake;https://witcher.fandom.com/wiki/Abonde;Abonde;Abonde
459;The Lady of the Lake;https://witcher.fandom.com/wiki/Adam_Pangratt;Adam Pangratt;Adam
460;The Lady of the Lake;https://witcher.fandom.com/wiki/Adela_Marta;Adela Marta;Adela
461;The Lady of the Lake;https://witcher.fandom.com/wiki/Aen_Saevherne;Aen Saevherne;Aen
462;The Lady of the Lake;https://witcher.fandom.com/wiki/Aillil_Mawr_Dyffryn_aep_Ceallach;Aillil Mawr Dyffryn aep Ceallach;Aillil
463;The Lady of the Lake;https://witcher.fandom.com/wiki/Albert_Solpietra;Albert Solpietra;Albert
464;The Lady of the Lake;https://witcher.fandom.com/wiki/Alcides_Fierabras;Alcides Fierabras;Alcides
465;The Lady of the Lake;https://witcher.fandom.com/wiki/Alo%C3%AB_Hildebrandt;Aloë Hildebrandt;Aloë
466;The Lady of the Lake;https://witcher.fandom.com/wiki/Amadis_de_Trastamara;Amadis de Trastamara;Amadis
467;The Lady of the Lake;https://witcher.fandom.com/wiki/Andy_Biberveldt;Andy Biberveldt;Andy
468;The Lady of the Lake;https://witcher.fandom.com/wiki/Angoul%C3%AAme;Angoulême;Angoulême
469;The Lady of the Lake;https://witcher.fandom.com/wiki/Angus_Bri_Cri;Angus Bri Cri;Angus
470;The Lady of the Lake;https://witcher.fandom.com/wiki/Anna_Henrietta;Anna Henrietta;Anna
471;The Lady of the Lake;https://witcher.fandom.com/wiki/Anna_Tiller;Anna Tiller;Anna
472;The Lady of the Lake;https://witcher.fandom.com/wiki/Anzelm_Aubry;Anzelm Aubry;Anzelm
473;The Lady of the Lake;https://witcher.fandom.com/wiki/Ardal_aep_Dahy;Ardal aep Dahy;Ardal
474;The Lady of the Lake;https://witcher.fandom.com/wiki/Aristoteles_Bobeck;Aristoteles Bobeck;Aristoteles
475;The Lady of the Lake;https://witcher.fandom.com/wiki/Arthur;Arthur;Arthur
476;The Lady of the Lake;https://witcher.fandom.com/wiki/Artorius_Vigo;Artorius Vigo;Artorius
477;The Lady of the Lake;https://witcher.fandom.com/wiki/Assire_var_Anahid;Assire var Anahid;Assire
478;The Lady of the Lake;https://witcher.fandom.com/wiki/Auberon_Muircetach;Auberon Muircetach;Auberon
479;The Lady of the Lake;https://witcher.fandom.com/wiki/Aubry_(second_born);Aubry;Aubry
480;The Lady of the Lake;https://witcher.fandom.com/wiki/Avallac%27h;Avallac'h;Avallac'h
481;The Lady of the Lake;https://witcher.fandom.com/wiki/Barclay_Els;Barclay Els;Barclay
482;The Lady of the Lake;https://witcher.fandom.com/wiki/Berengar_Leuvaarden;Berengar Leuvaarden;Berengar
483;The Lady of the Lake;https://witcher.fandom.com/wiki/Bernie_Hofmeier;Bernie Hofmeier;Bernie
484;The Lady of the Lake;https://witcher.fandom.com/wiki/Bertram_Skellen;Bertram Skellen;Bertram
485;The Lady of the Lake;https://witcher.fandom.com/wiki/Blasco_Grant;Blasco Grant;Blasco
486;The Lady of the Lake;https://witcher.fandom.com/wiki/Blenheim_Blenckert;Blenheim Blenckert;Blenheim
487;The Lady of the Lake;https://witcher.fandom.com/wiki/Boreas_Mun;Boreas Mun;Boreas
488;The Lady of the Lake;https://witcher.fandom.com/wiki/Braathens;Braathens;Braathens
489;The Lady of the Lake;https://witcher.fandom.com/wiki/Bronibor;Bronibor;Bronibor
490;The Lady of the Lake;https://witcher.fandom.com/wiki/Brouver_Hoog;Brouver Hoog;Brouver
491;The Lady of the Lake;https://witcher.fandom.com/wiki/Bucephalus;Bucephalus;Bucephalus
492;The Lady of the Lake;https://witcher.fandom.com/wiki/Cahir_Mawr_Dyffryn_aep_Ceallach;Cahir Mawr Dyffryn aep Ceallach;Cahir
493;The Lady of the Lake;https://witcher.fandom.com/wiki/Cairbre_aep_Diared;Cairbre aep Diared;Cairbre
494;The Lady of the Lake;https://witcher.fandom.com/wiki/Calanthe;Calanthe;Calanthe
495;The Lady of the Lake;https://witcher.fandom.com/wiki/Carolina_Roberta;Carolina Roberta;Carolina
496;The Lady of the Lake;https://witcher.fandom.com/wiki/Carthia_van_Canten;Carthia van Canten;Carthia
497;The Lady of the Lake;https://witcher.fandom.com/wiki/Ceallach_aep_Gruffyd;Ceallach aep Gruffyd;Ceallach
498;The Lady of the Lake;https://witcher.fandom.com/wiki/Cedric_(king);Cedric;Cedric
499;The Lady of the Lake;https://witcher.fandom.com/wiki/Cerro;Cerro;Cerro
500;The Lady of the Lake;https://witcher.fandom.com/wiki/Chevron_Knight;Chevron Knight;Chevron
501;The Lady of the Lake;https://witcher.fandom.com/wiki/Cinead_var_Anahid;Cinead var Anahid;Cinead
502;The Lady of the Lake;https://witcher.fandom.com/wiki/Ciri;Ciri;Ciri
503;The Lady of the Lake;https://witcher.fandom.com/wiki/Ciri_(Jarre%27s_granddaughter);Ciri;Ciri
504;The Lady of the Lake;https://witcher.fandom.com/wiki/Cirilla_Fiona_(imposter);Cirilla Fiona;Cirilla
505;The Lady of the Lake;https://witcher.fandom.com/wiki/Coinneach_D%C3%A1_Reo;Coinneach Dá Reo;Coinneach
506;The Lady of the Lake;https://witcher.fandom.com/wiki/Condwiramurs_Tilly;Condwiramurs Tilly;Condwiramurs
507;The Lady of the Lake;https://witcher.fandom.com/wiki/Corbett;Corbett;Corbett
508;The Lady of the Lake;https://witcher.fandom.com/wiki/Count_Broinne;Count Broinne;Count
509;The Lady of the Lake;https://witcher.fandom.com/wiki/Count_de_Ruyter;Count de Ruyter;Count
510;The Lady of the Lake;https://witcher.fandom.com/wiki/Co%C3%ABn;Coën;Coën
511;The Lady of the Lake;https://witcher.fandom.com/wiki/Cregennan_of_Lod;Cregennan of Lod;Cregennan
512;The Lady of the Lake;https://witcher.fandom.com/wiki/Cyprian_Fripp_the_younger;Cyprian Fripp the younger;Cyprian
513;The Lady of the Lake;https://witcher.fandom.com/wiki/Cyrus_Engelkind_Hemmelfart;Cyrus Engelkind Hemmelfart;Cyrus
514;The Lady of the Lake;https://witcher.fandom.com/wiki/Dacre_Silifant;Dacre Silifant;Dacre
515;The Lady of the Lake;https://witcher.fandom.com/wiki/Dagorad;Dagorad;Dagorad
516;The Lady of the Lake;https://witcher.fandom.com/wiki/Dandelion;Dandelion;Dandelion
517;The Lady of the Lake;https://witcher.fandom.com/wiki/Daniel_Etcheverry;Daniel Etcheverry;Daniel
518;The Lady of the Lake;https://witcher.fandom.com/wiki/Debora;Debora;Debora
519;The Lady of the Lake;https://witcher.fandom.com/wiki/Dede_Vargas;Dede Vargas;Dede
520;The Lady of the Lake;https://witcher.fandom.com/wiki/Demavend_III;Demavend III;Demavend III
521;The Lady of the Lake;https://witcher.fandom.com/wiki/Dennis_Cranmer;Dennis Cranmer;Dennis
522;The Lady of the Lake;https://witcher.fandom.com/wiki/Deuslax;Deuslax;Deuslax
523;The Lady of the Lake;https://witcher.fandom.com/wiki/Devlin_aep_Meara;Devlin aep Meara;Devlin
524;The Lady of the Lake;https://witcher.fandom.com/wiki/Dezmod;Dezmod;Dezmod
525;The Lady of the Lake;https://witcher.fandom.com/wiki/Dheran_Mawr_Dyffryn_aep_Ceallach;Dheran Mawr Dyffryn aep Ceallach;Dheran
526;The Lady of the Lake;https://witcher.fandom.com/wiki/Didi_Hofmeier;Didi Hofmeier;Didi
527;The Lady of the Lake;https://witcher.fandom.com/wiki/Digod;Digod;Digod
528;The Lady of the Lake;https://witcher.fandom.com/wiki/Dominik_Bombastus_Houvenaghel;Dominik Bombastus Houvenaghel;Dominik
529;The Lady of the Lake;https://witcher.fandom.com/wiki/Draakul;Draakul;Draakul
530;The Lady of the Lake;https://witcher.fandom.com/wiki/Dyffryn;Dyffryn;Dyffryn
531;The Lady of the Lake;https://witcher.fandom.com/wiki/Edmund_Bumbler;Edmund Bumbler;Edmund
532;The Lady of the Lake;https://witcher.fandom.com/wiki/Effenberg;Effenberg;Effenberg
533;The Lady of the Lake;https://witcher.fandom.com/wiki/Eithn%C3%A9;Eithné;Eithné
534;The Lady of the Lake;https://witcher.fandom.com/wiki/Elan_Trahe;Elan Trahe;Elan
535;The Lady of the Lake;https://witcher.fandom.com/wiki/Elkana_Foster;Elkana Foster;Elkana
536;The Lady of the Lake;https://witcher.fandom.com/wiki/Emhyr_var_Emreis;Emhyr var Emreis;Emhyr
537;The Lady of the Lake;https://witcher.fandom.com/wiki/Emiel_Regis_Rohellec_Terzieff-Godefroy;Emiel Regis Rohellec Terzieff-Godefroy;Emiel
538;The Lady of the Lake;https://witcher.fandom.com/wiki/Emmerich_Gottschalk;Emmerich Gottschalk;Emmerich
539;The Lady of the Lake;https://witcher.fandom.com/wiki/Eredin_Br%C3%A9acc_Glas;Eredin Bréacc Glas;Eredin
540;The Lady of the Lake;https://witcher.fandom.com/wiki/Ervyll;Ervyll;Ervyll
541;The Lady of the Lake;https://witcher.fandom.com/wiki/Eskel;Eskel;Eskel
542;The Lady of the Lake;https://witcher.fandom.com/wiki/Esterad_Thyssen;Esterad Thyssen;Esterad
543;The Lady of the Lake;https://witcher.fandom.com/wiki/Ethain;Ethain;Ethain
544;The Lady of the Lake;https://witcher.fandom.com/wiki/Eudora_Breckenriggs;Eudora Breckenriggs;Eudora
545;The Lady of the Lake;https://witcher.fandom.com/wiki/Eurneid;Eurneid;Eurneid
546;The Lady of the Lake;https://witcher.fandom.com/wiki/Evangelina_Parr;Evangelina Parr;Evangelina
547;The Lady of the Lake;https://witcher.fandom.com/wiki/Eviva_var_Anahid;Eviva var Anahid;Eviva
548;The Lady of the Lake;https://witcher.fandom.com/wiki/Fabio_Sachs;Fabio Sachs;Fabio
549;The Lady of the Lake;https://witcher.fandom.com/wiki/Falka;Falka;Falka
550;The Lady of the Lake;https://witcher.fandom.com/wiki/Fergus_var_Emreis;Fergus var Emreis;Fergus
551;The Lady of the Lake;https://witcher.fandom.com/wiki/Field_Marshal_Windbag;Field Marshal Windbag;Field
552;The Lady of the Lake;https://witcher.fandom.com/wiki/Figgis_Merluzzo;Figgis Merluzzo;Figgis
553;The Lady of the Lake;https://witcher.fandom.com/wiki/Fisher_King_(lover_of_Nimue);Fisher King;Fisher
554;The Lady of the Lake;https://witcher.fandom.com/wiki/Fitz-Oesterlen_(cadet);Fitz-Oesterlen;Fitz-Oesterlen
555;The Lady of the Lake;https://witcher.fandom.com/wiki/Flourens_Delannoy;Flourens Delannoy;Flourens
556;The Lady of the Lake;https://witcher.fandom.com/wiki/Foltest;Foltest;Foltest
557;The Lady of the Lake;https://witcher.fandom.com/wiki/Forest_Gramps;Forest Gramps;Forest
558;The Lady of the Lake;https://witcher.fandom.com/wiki/Francesca_Findabair;Francesca Findabair;Francesca
559;The Lady of the Lake;https://witcher.fandom.com/wiki/Fringilla_Vigo;Fringilla Vigo;Fringilla
560;The Lady of the Lake;https://witcher.fandom.com/wiki/Fulko_Artevelde;Fulko Artevelde;Fulko
561;The Lady of the Lake;https://witcher.fandom.com/wiki/Fuson;Fuson;Fuson
562;The Lady of the Lake;https://witcher.fandom.com/wiki/Galahad;Galahad;Galahad
563;The Lady of the Lake;https://witcher.fandom.com/wiki/Gardik;Gardik;Gardik
564;The Lady of the Lake;https://witcher.fandom.com/wiki/Gefreiter_Corncrake;Gefreiter Corncrake;Gefreiter
565;The Lady of the Lake;https://witcher.fandom.com/wiki/Geralt_of_Rivia;Geralt of Rivia;Geralt
566;The Lady of the Lake;https://witcher.fandom.com/wiki/Goidemar;Goidemar;Goidemar
