;Book;Source;Target;Value;Normalized;Weight
140;The Sword of Destiny;Juan;Sh'eenaz;1;0.0;0.0010438413361169101
141;The Sword of Destiny;Junghans;Levecque;5;0.0380952380952381;0.005219206680584551
142;The Sword of Destiny;Kennet;Yarpen;1;0.0;0.0010438413361169101
143;The Sword of Destiny;Kennet;Yennefer;3;0.01904761904761905;0.003131524008350731
144;The Sword of Destiny;Kistrin;Marck;1;0.0;0.0010438413361169101
145;The Sword of Destiny;Levecque;Venzlav;1;0.0;0.0010438413361169101
146;The Sword of Destiny;Morenn;Venzlav;2;0.009523809523809525;0.0020876826722338203
147;The Sword of Destiny;Nadbor;Sulik;1;0.0;0.0010438413361169101
148;The Sword of Destiny;Nadbor;Yurga;1;0.0;0.0010438413361169101
149;The Sword of Destiny;Niedamir;Villentretenmerth;1;0.0;0.0010438413361169101
150;The Sword of Destiny;Niedamir;Yarpen;4;0.02857142857142857;0.0041753653444676405
151;The Sword of Destiny;Niedamir;Yennefer;7;0.05714285714285714;0.007306889352818371
152;The Sword of Destiny;Rhundurin;Vimme;1;0.0;0.0010438413361169101
153;The Sword of Destiny;Roach;Yurga;6;0.047619047619047616;0.006263048016701462
154;The Sword of Destiny;Roedskilde;Yennefer;1;0.0;0.0010438413361169101
155;The Sword of Destiny;Sh'eenaz;Yennefer;1;0.0;0.0010438413361169101
156;The Sword of Destiny;Sulimir;Vimme;2;0.009523809523809525;0.0020876826722338203
157;The Sword of Destiny;Ther;Vimme;1;0.0;0.0010438413361169101
158;The Sword of Destiny;Two;Yennefer;1;0.0;0.0010438413361169101
159;The Sword of Destiny;Two;Yurga;1;0.0;0.0010438413361169101
160;The Sword of Destiny;Vesemir;Visenna;1;0.0;0.0010438413361169101
161;The Sword of Destiny;Villentretenmerth;Yarpen;1;0.0;0.0010438413361169101
162;The Sword of Destiny;Villentretenmerth;Yennefer;3;0.01904761904761905;0.003131524008350731
163;The Sword of Destiny;Visenna;Yurga;1;0.0;0.0010438413361169101
164;The Sword of Destiny;Yarpen;Yennefer;21;0.19047619047619047;0.021920668058455117
165;The Sword of Destiny;Yennefer;Yurga;2;0.009523809523809525;0.0020876826722338203
0;Blood of Elves;Abrad;Sheldon;1;0.0;0.0008960573476702509
1;Blood of Elves;Aelirenn;Ciri;7;0.061224489795918366;0.0062724014336917565
2;Blood of Elves;Aelirenn;Geralt;2;0.01020408163265306;0.0017921146953405018
3;Blood of Elves;Aelirenn;Yarpen;2;0.01020408163265306;0.0017921146953405018
4;Blood of Elves;Aevenien;Ciri;1;0.0;0.0008960573476702509
5;Blood of Elves;Aevenien;Ithlinne;1;0.0;0.0008960573476702509
6;Blood of Elves;Aevenien;Tissaia;1;0.0;0.0008960573476702509
7;Blood of Elves;Aevenien;Yennefer;1;0.0;0.0008960573476702509
8;Blood of Elves;Agnes;Essi;1;0.0;0.0008960573476702509
9;Blood of Elves;Agnes;Giambattista;1;0.0;0.0008960573476702509
10;Blood of Elves;Aine;Ciri;1;0.0;0.0008960573476702509
11;Blood of Elves;Aine;Yennefer;1;0.0;0.0008960573476702509
12;Blood of Elves;Artaud;Fercart;1;0.0;0.0008960573476702509
13;Blood of Elves;Artaud;Lydia;4;0.030612244897959183;0.0035842293906810036
14;Blood of Elves;Artaud;Tissaia;5;0.04081632653061224;0.004480286738351254
15;Blood of Elves;Artaud;Two;1;0.0;0.0008960573476702509
16;Blood of Elves;Artaud;Vilgefortz;6;0.05102040816326531;0.005376344086021506
17;Blood of Elves;Artaud;Yennefer;2;0.01020408163265306;0.0017921146953405018
18;Blood of Elves;Axel;Vanielle;1;0.0;0.0008960573476702509
19;Blood of Elves;Boatbug;Everett;2;0.01020408163265306;0.0017921146953405018
20;Blood of Elves;Boatbug;Geralt;14;0.1326530612244898;0.012544802867383513
21;Blood of Elves;Boatbug;Linus;2;0.01020408163265306;0.0017921146953405018
22;Blood of Elves;Boatbug;Nenneke;2;0.01020408163265306;0.0017921146953405018
23;Blood of Elves;Boatbug;Olsen;10;0.09183673469387756;0.008960573476702509
24;Blood of Elves;Boatbug;Yennefer;1;0.0;0.0008960573476702509
25;Blood of Elves;Boratek;Foltest;1;0.0;0.0008960573476702509
26;Blood of Elves;Boratek;Olsen;3;0.02040816326530612;0.002688172043010753
27;Blood of Elves;Calanthe;Eist;1;0.0;0.0008960573476702509
28;Blood of Elves;Cirilla;Dandelion;1;0.0;0.0008960573476702509
29;Blood of Elves;Cirilla;Pavetta;1;0.0;0.0008960573476702509
30;Blood of Elves;Cirilla;Yennefer;1;0.0;0.0008960573476702509
31;Blood of Elves;Ciri;Cirilla;1;0.0;0.0008960573476702509
32;Blood of Elves;Ciri;Crach;2;0.01020408163265306;0.0017921146953405018
33;Blood of Elves;Ciri;Dandelion;1;0.0;0.0008960573476702509
34;Blood of Elves;Ciri;Eskel;9;0.08163265306122448;0.008064516129032258
35;Blood of Elves;Ciri;Eurneid;6;0.05102040816326531;0.005376344086021506
36;Blood of Elves;Ciri;Francesca;2;0.01020408163265306;0.0017921146953405018
37;Blood of Elves;Ciri;Geralt;99;1.0;0.08870967741935484
38;Blood of Elves;Ciri;Giambattista;1;0.0;0.0008960573476702509
39;Blood of Elves;Ciri;Hrosvitha;2;0.01020408163265306;0.0017921146953405018
40;Blood of Elves;Ciri;Iola;4;0.030612244897959183;0.0035842293906810036
41;Blood of Elves;Ciri;Jarre;27;0.2653061224489796;0.024193548387096774
42;Blood of Elves;Ciri;Lambert;18;0.17346938775510204;0.016129032258064516
43;Blood of Elves;Ciri;Myrrha;1;0.0;0.0008960573476702509
44;Blood of Elves;Ciri;Nenneke;19;0.1836734693877551;0.017025089605734768
45;Blood of Elves;Ciri;Paulie;2;0.01020408163265306;0.0017921146953405018
46;Blood of Elves;Ciri;Pavetta;4;0.030612244897959183;0.0035842293906810036
47;Blood of Elves;Ciri;Philippa;2;0.01020408163265306;0.0017921146953405018
48;Blood of Elves;Ciri;Regan;2;0.01020408163265306;0.0017921146953405018
49;Blood of Elves;Ciri;Rience;2;0.01020408163265306;0.0017921146953405018
50;Blood of Elves;Ciri;Roach;9;0.08163265306122448;0.008064516129032258
51;Blood of Elves;Ciri;Schrader;1;0.0;0.0008960573476702509
52;Blood of Elves;Ciri;Tissaia;1;0.0;0.0008960573476702509
53;Blood of Elves;Ciri;Triss;43;0.42857142857142855;0.03853046594982079
54;Blood of Elves;Ciri;Two;2;0.01020408163265306;0.0017921146953405018
55;Blood of Elves;Ciri;Vanielle;1;0.0;0.0008960573476702509
56;Blood of Elves;Ciri;Vesemir;23;0.22448979591836735;0.02060931899641577
57;Blood of Elves;Ciri;Vilgefortz;1;0.0;0.0008960573476702509
58;Blood of Elves;Ciri;Yannick;3;0.02040816326530612;0.002688172043010753
59;Blood of Elves;Ciri;Yarpen;36;0.35714285714285715;0.03225806451612903
60;Blood of Elves;Ciri;Yennefer;93;0.9387755102040817;0.08333333333333333
61;Blood of Elves;Dandelion;Geralt;15;0.14285714285714285;0.013440860215053764
62;Blood of Elves;Dandelion;Philippa;5;0.04081632653061224;0.004480286738351254
63;Blood of Elves;Dandelion;Rience;4;0.030612244897959183;0.0035842293906810036
64;Blood of Elves;Dandelion;Shani;7;0.061224489795918366;0.0062724014336917565
65;Blood of Elves;Dandelion;Wolfgang;1;0.0;0.0008960573476702509
66;Blood of Elves;Dandelion;Yennefer;3;0.02040816326530612;0.002688172043010753
67;Blood of Elves;Donimir;Sheldon;1;0.0;0.0008960573476702509
68;Blood of Elves;Ebbing;Emhyr;1;0.0;0.0008960573476702509
69;Blood of Elves;Eist;Henselt;1;0.0;0.0008960573476702509
70;Blood of Elves;Eist;Sheldon;1;0.0;0.0008960573476702509
71;Blood of Elves;Emhyr;Foltest;7;0.061224489795918366;0.0062724014336917565
72;Blood of Elves;Emhyr;Geralt;1;0.0;0.0008960573476702509
73;Blood of Elves;Emhyr;Henselt;5;0.04081632653061224;0.004480286738351254
74;Blood of Elves;Emhyr;Ithlinne;1;0.0;0.0008960573476702509
75;Blood of Elves;Emhyr;Meve;3;0.02040816326530612;0.002688172043010753
76;Blood of Elves;Emhyr;Vilgefortz;1;0.0;0.0008960573476702509
77;Blood of Elves;Emhyr;Vissegerd;4;0.030612244897959183;0.0035842293906810036
78;Blood of Elves;Eskel;Geralt;8;0.07142857142857142;0.007168458781362007
79;Blood of Elves;Eskel;Lambert;5;0.04081632653061224;0.004480286738351254
80;Blood of Elves;Eskel;Roach;2;0.01020408163265306;0.0017921146953405018
81;Blood of Elves;Eskel;Triss;3;0.02040816326530612;0.002688172043010753
82;Blood of Elves;Eskel;Vesemir;5;0.04081632653061224;0.004480286738351254
83;Blood of Elves;Essi;Yennefer;1;0.0;0.0008960573476702509
84;Blood of Elves;Esterad;Ethain;1;0.0;0.0008960573476702509
85;Blood of Elves;Esterad;Medell;1;0.0;0.0008960573476702509
86;Blood of Elves;Esterad;Niedamir;2;0.01020408163265306;0.0017921146953405018
87;Blood of Elves;Eurneid;Iola;1;0.0;0.0008960573476702509
88;Blood of Elves;Eurneid;Myrrha;1;0.0;0.0008960573476702509
89;Blood of Elves;Everett;Geralt;10;0.09183673469387756;0.008960573476702509
90;Blood of Elves;Everett;Linus;1;0.0;0.0008960573476702509
91;Blood of Elves;Everett;Olsen;7;0.061224489795918366;0.0062724014336917565
92;Blood of Elves;Everett;Stran;1;0.0;0.0008960573476702509
93;Blood of Elves;Everett;Vitek;1;0.0;0.0008960573476702509
94;Blood of Elves;Fercart;Foltest;2;0.01020408163265306;0.0017921146953405018
95;Blood of Elves;Fercart;Keira;1;0.0;0.0008960573476702509
96;Blood of Elves;Fercart;Vilgefortz;1;0.0;0.0008960573476702509
97;Blood of Elves;Fercart;Yennefer;3;0.02040816326530612;0.002688172043010753
98;Blood of Elves;Flavius;Lodovico;1;0.0;0.0008960573476702509
99;Blood of Elves;Flavius;Rience;1;0.0;0.0008960573476702509
100;Blood of Elves;Flavius;Toublanc;2;0.01020408163265306;0.0017921146953405018
101;Blood of Elves;Foltest;Geralt;1;0.0;0.0008960573476702509
102;Blood of Elves;Foltest;Henselt;3;0.02040816326530612;0.002688172043010753
103;Blood of Elves;Foltest;Lambert;1;0.0;0.0008960573476702509
104;Blood of Elves;Foltest;Medell;1;0.0;0.0008960573476702509
105;Blood of Elves;Foltest;Meve;4;0.030612244897959183;0.0035842293906810036
106;Blood of Elves;Foltest;Pavetta;1;0.0;0.0008960573476702509
107;Blood of Elves;Foltest;Venzlav;1;0.0;0.0008960573476702509
108;Blood of Elves;Foltest;Vilgefortz;2;0.01020408163265306;0.0017921146953405018
109;Blood of Elves;Foltest;Virfuril;1;0.0;0.0008960573476702509
110;Blood of Elves;Foltest;Vissegerd;5;0.04081632653061224;0.004480286738351254
111;Blood of Elves;Foltest;Yennefer;1;0.0;0.0008960573476702509
112;Blood of Elves;Francesca;Vilgefortz;2;0.01020408163265306;0.0017921146953405018
113;Blood of Elves;Geralt;Henselt;1;0.0;0.0008960573476702509
114;Blood of Elves;Geralt;Iola;2;0.01020408163265306;0.0017921146953405018
115;Blood of Elves;Geralt;Jarre;1;0.0;0.0008960573476702509
116;Blood of Elves;Geralt;Keira;1;0.0;0.0008960573476702509
117;Blood of Elves;Geralt;Lady;1;0.0;0.0008960573476702509
118;Blood of Elves;Geralt;Lambert;13;0.12244897959183673;0.011648745519713262
119;Blood of Elves;Geralt;Linus;11;0.10204081632653061;0.00985663082437276
120;Blood of Elves;Geralt;Lucas;1;0.0;0.0008960573476702509
121;Blood of Elves;Geralt;Milan;1;0.0;0.0008960573476702509
122;Blood of Elves;Geralt;Myhrman;2;0.01020408163265306;0.0017921146953405018
123;Blood of Elves;Geralt;Nenneke;6;0.05102040816326531;0.005376344086021506
124;Blood of Elves;Geralt;Nicodemus;1;0.0;0.0008960573476702509
125;Blood of Elves;Geralt;Niedamir;2;0.01020408163265306;0.0017921146953405018
126;Blood of Elves;Geralt;Olsen;11;0.10204081632653061;0.00985663082437276
127;Blood of Elves;Geralt;Paulie;3;0.02040816326530612;0.002688172043010753
128;Blood of Elves;Geralt;Philippa;13;0.12244897959183673;0.011648745519713262
129;Blood of Elves;Geralt;Radcliffe;1;0.0;0.0008960573476702509
130;Blood of Elves;Geralt;Radovid III;1;0.0;0.0008960573476702509
131;Blood of Elves;Geralt;Regan;1;0.0;0.0008960573476702509
132;Blood of Elves;Geralt;Rience;9;0.08163265306122448;0.008064516129032258
133;Blood of Elves;Geralt;Roach;5;0.04081632653061224;0.004480286738351254
134;Blood of Elves;Geralt;Shani;9;0.08163265306122448;0.008064516129032258
135;Blood of Elves;Geralt;Sheldon;1;0.0;0.0008960573476702509
136;Blood of Elves;Geralt;Tissaia;3;0.02040816326530612;0.002688172043010753
137;Blood of Elves;Geralt;Toublanc;1;0.0;0.0008960573476702509
138;Blood of Elves;Geralt;Triss;57;0.5714285714285714;0.051075268817204304
139;Blood of Elves;Geralt;Two;2;0.01020408163265306;0.0017921146953405018
140;Blood of Elves;Geralt;Unist;1;0.0;0.0008960573476702509
141;Blood of Elves;Geralt;Vera;3;0.02040816326530612;0.002688172043010753
142;Blood of Elves;Geralt;Vesemir;21;0.20408163265306123;0.01881720430107527
143;Blood of Elves;Geralt;Vilfrid;4;0.030612244897959183;0.0035842293906810036
144;Blood of Elves;Geralt;Vilgefortz;1;0.0;0.0008960573476702509
145;Blood of Elves;Geralt;Vitek;1;0.0;0.0008960573476702509
146;Blood of Elves;Geralt;Yannick;2;0.01020408163265306;0.0017921146953405018
147;Blood of Elves;Geralt;Yarpen;34;0.336734693877551;0.03046594982078853
148;Blood of Elves;Geralt;Yennefer;39;0.3877551020408163;0.03494623655913978
149;Blood of Elves;Gruzila;Mama;1;0.0;0.0008960573476702509
150;Blood of Elves;Gruzila;Rience;1;0.0;0.0008960573476702509
151;Blood of Elves;Henselt;Meve;6;0.05102040816326531;0.005376344086021506
152;Blood of Elves;Henselt;Niedamir;2;0.01020408163265306;0.0017921146953405018
153;Blood of Elves;Henselt;Vissegerd;1;0.0;0.0008960573476702509
154;Blood of Elves;Hrosvitha;Nenneke;1;0.0;0.0008960573476702509
155;Blood of Elves;Hrosvitha;Yennefer;1;0.0;0.0008960573476702509
156;Blood of Elves;Iola;Nenneke;1;0.0;0.0008960573476702509
157;Blood of Elves;Iola;Yennefer;1;0.0;0.0008960573476702509
158;Blood of Elves;Ithlinne;Nenneke;1;0.0;0.0008960573476702509
159;Blood of Elves;Jarre;Nenneke;1;0.0;0.0008960573476702509
160;Blood of Elves;Jarre;Yarpen;1;0.0;0.0008960573476702509
161;Blood of Elves;Jarre;Yennefer;3;0.02040816326530612;0.002688172043010753
162;Blood of Elves;Lady;Regan;1;0.0;0.0008960573476702509
163;Blood of Elves;Lady;Yennefer;1;0.0;0.0008960573476702509
164;Blood of Elves;Lambert;Triss;11;0.10204081632653061;0.00985663082437276
165;Blood of Elves;Lambert;Two;1;0.0;0.0008960573476702509
166;Blood of Elves;Lambert;Vesemir;11;0.10204081632653061;0.00985663082437276
167;Blood of Elves;Lambert;Yennefer;1;0.0;0.0008960573476702509
168;Blood of Elves;Linus;Olsen;3;0.02040816326530612;0.002688172043010753
169;Blood of Elves;Lodovico;Toublanc;1;0.0;0.0008960573476702509
170;Blood of Elves;Lydia;Tissaia;1;0.0;0.0008960573476702509
171;Blood of Elves;Lydia;Two;3;0.02040816326530612;0.002688172043010753
172;Blood of Elves;Lydia;Vilgefortz;12;0.11224489795918367;0.010752688172043012
173;Blood of Elves;Mama;Rience;1;0.0;0.0008960573476702509
174;Blood of Elves;Mama;Sheldon;1;0.0;0.0008960573476702509
175;Blood of Elves;Medell;Virfuril;2;0.01020408163265306;0.0017921146953405018
176;Blood of Elves;Meve;Pavetta;1;0.0;0.0008960573476702509
177;Blood of Elves;Meve;Virfuril;1;0.0;0.0008960573476702509
178;Blood of Elves;Meve;Vissegerd;3;0.02040816326530612;0.002688172043010753
179;Blood of Elves;Michelet;Toublanc;2;0.01020408163265306;0.0017921146953405018
180;Blood of Elves;Myhrman;Rience;1;0.0;0.0008960573476702509
181;Blood of Elves;Myhrman;Shani;3;0.02040816326530612;0.002688172043010753
182;Blood of Elves;Myhrman;Toublanc;2;0.01020408163265306;0.0017921146953405018
183;Blood of Elves;Myhrman;Two;1;0.0;0.0008960573476702509
184;Blood of Elves;Myhrman;Vilgefortz;1;0.0;0.0008960573476702509
185;Blood of Elves;Nenneke;Triss;1;0.0;0.0008960573476702509
186;Blood of Elves;Nenneke;Yennefer;15;0.14285714285714285;0.013440860215053764
187;Blood of Elves;Nicodemus;Philippa;1;0.0;0.0008960573476702509
188;Blood of Elves;Nicodemus;Triss;1;0.0;0.0008960573476702509
189;Blood of Elves;Nicodemus;Two;1;0.0;0.0008960573476702509
190;Blood of Elves;Niedamir;Vissegerd;1;0.0;0.0008960573476702509
191;Blood of Elves;Olsen;Stran;1;0.0;0.0008960573476702509
192;Blood of Elves;Ori;Philippa;2;0.01020408163265306;0.0017921146953405018
193;Blood of Elves;Paulie;Regan;4;0.030612244897959183;0.0035842293906810036
194;Blood of Elves;Paulie;Roach;1;0.0;0.0008960573476702509
195;Blood of Elves;Paulie;Xavier;2;0.01020408163265306;0.0017921146953405018
196;Blood of Elves;Paulie;Yarpen;8;0.07142857142857142;0.007168458781362007
197;Blood of Elves;Philippa;Radcliffe;1;0.0;0.0008960573476702509
198;Blood of Elves;Philippa;Rience;2;0.01020408163265306;0.0017921146953405018
199;Blood of Elves;Philippa;Shani;5;0.04081632653061224;0.004480286738351254
200;Blood of Elves;Philippa;Tissaia;1;0.0;0.0008960573476702509
201;Blood of Elves;Philippa;Yennefer;4;0.030612244897959183;0.0035842293906810036
202;Blood of Elves;Radcliffe;Sheldon;1;0.0;0.0008960573476702509
203;Blood of Elves;Radcliffe;Vilgefortz;1;0.0;0.0008960573476702509
204;Blood of Elves;Regan;Roach;1;0.0;0.0008960573476702509
205;Blood of Elves;Regan;Schrader;1;0.0;0.0008960573476702509
206;Blood of Elves;Regan;Triss;1;0.0;0.0008960573476702509
207;Blood of Elves;Regan;Yarpen;8;0.07142857142857142;0.007168458781362007
208;Blood of Elves;Rience;Yennefer;2;0.01020408163265306;0.0017921146953405018
209;Blood of Elves;Roach;Triss;1;0.0;0.0008960573476702509
210;Blood of Elves;Sheldon;Vera;3;0.02040816326530612;0.002688172043010753
211;Blood of Elves;Stran;Vitek;2;0.01020408163265306;0.0017921146953405018
212;Blood of Elves;Tissaia;Vilgefortz;10;0.09183673469387756;0.008960573476702509
213;Blood of Elves;Tissaia;Yennefer;3;0.02040816326530612;0.002688172043010753
214;Blood of Elves;Triss;Vesemir;9;0.08163265306122448;0.008064516129032258
215;Blood of Elves;Triss;Yarpen;7;0.061224489795918366;0.0062724014336917565
216;Blood of Elves;Triss;Yennefer;5;0.04081632653061224;0.004480286738351254
217;Blood of Elves;Two;Vera;1;0.0;0.0008960573476702509
218;Blood of Elves;Vanielle;Yennefer;2;0.01020408163265306;0.0017921146953405018
219;Blood of Elves;Vesemir;Yarpen;1;0.0;0.0008960573476702509
220;Blood of Elves;Vilfrid;Yarpen;2;0.01020408163265306;0.0017921146953405018
221;Blood of Elves;Vilgefortz;Yennefer;3;0.02040816326530612;0.002688172043010753
222;Blood of Elves;Xavier;Yannick;1;0.0;0.0008960573476702509
223;Blood of Elves;Xavier;Yarpen;2;0.01020408163265306;0.0017921146953405018
224;Blood of Elves;Yannick;Yarpen;2;0.01020408163265306;0.0017921146953405018
225;Blood of Elves;Yarpen;Yennefer;2;0.01020408163265306;0.0017921146953405018
226;Blood of Elves;Yarpen;Zyvik;1;0.0;0.0008960573476702509
0;Times of Contempt;Adalia;Elen;1;0.0;0.0008673026886383347
1;Times of Contempt;Adalia;Pavetta;1;0.0;0.0008673026886383347
2;Times of Contempt;Aen;Cregennan;1;0.0;0.0008673026886383347
3;Times of Contempt;Aen;Lydia;1;0.0;0.0008673026886383347
4;Times of Contempt;Agnes;Geoffrey;1;0.0;0.0008673026886383347
5;Times of Contempt;Agnes;Giambattista;2;0.014925373134328358;0.0017346053772766695
6;Times of Contempt;Agnes;Ivo;1;0.0;0.0008673026886383347
7;Times of Contempt;Agnes;Nina;1;0.0;0.0008673026886383347
8;Times of Contempt;Agnes;Tissaia;1;0.0;0.0008673026886383347
9;Times of Contempt;Aine;Ciri;2;0.014925373134328358;0.0017346053772766695
10;Times of Contempt;Aine;Clara;1;0.0;0.0008673026886383347
11;Times of Contempt;Aine;Emhyr;1;0.0;0.0008673026886383347
12;Times of Contempt;Aine;Yennefer;1;0.0;0.0008673026886383347
13;Times of Contempt;Akerspaark;Codringher;1;0.0;0.0008673026886383347
14;Times of Contempt;Akerspaark;Geralt;4;0.04477611940298507;0.003469210754553339
15;Times of Contempt;Akerspaark;Gorm;1;0.0;0.0008673026886383347
16;Times of Contempt;Akerspaark;Pavetta;1;0.0;0.0008673026886383347
17;Times of Contempt;Aplegatt;Cairbre;1;0.0;0.0008673026886383347
18;Times of Contempt;Aplegatt;Ciri;1;0.0;0.0008673026886383347
19;Times of Contempt;Aplegatt;Cirilla;1;0.0;0.0008673026886383347
20;Times of Contempt;Aplegatt;Foltest;2;0.014925373134328358;0.0017346053772766695
21;Times of Contempt;Aplegatt;Hansom;2;0.014925373134328358;0.0017346053772766695
22;Times of Contempt;Aplegatt;King;2;0.014925373134328358;0.0017346053772766695
23;Times of Contempt;Aplegatt;Little;1;0.0;0.0008673026886383347
24;Times of Contempt;Aplegatt;Toruviel;1;0.0;0.0008673026886383347
25;Times of Contempt;April;Lydia;1;0.0;0.0008673026886383347
26;Times of Contempt;April;Yiolenta;1;0.0;0.0008673026886383347
27;Times of Contempt;Argentina;Codringher;1;0.0;0.0008673026886383347
28;Times of Contempt;Argentina;Nina;1;0.0;0.0008673026886383347
29;Times of Contempt;Artaud;Emhyr;1;0.0;0.0008673026886383347
30;Times of Contempt;Artaud;Geralt;2;0.014925373134328358;0.0017346053772766695
31;Times of Contempt;Artaud;Lydia;1;0.0;0.0008673026886383347
32;Times of Contempt;Artaud;Philippa;1;0.0;0.0008673026886383347
33;Times of Contempt;Artaud;Vilgefortz;2;0.014925373134328358;0.0017346053772766695
34;Times of Contempt;Artaud;Yennefer;2;0.014925373134328358;0.0017346053772766695
35;Times of Contempt;Asse;Ciri;1;0.0;0.0008673026886383347
36;Times of Contempt;Asse;Falka;1;0.0;0.0008673026886383347
37;Times of Contempt;Asse;Giselher;1;0.0;0.0008673026886383347
38;Times of Contempt;Asse;Mistle;4;0.04477611940298507;0.003469210754553339
39;Times of Contempt;Augusta;Jada;1;0.0;0.0008673026886383347
40;Times of Contempt;Augusta;Yanna;1;0.0;0.0008673026886383347
41;Times of Contempt;Aurora;Herbert;1;0.0;0.0008673026886383347
42;Times of Contempt;Aurora;Ivo;1;0.0;0.0008673026886383347
43;Times of Contempt;Baron;Kayleigh;1;0.0;0.0008673026886383347
44;Times of Contempt;Baron;Lutz;1;0.0;0.0008673026886383347
45;Times of Contempt;Baron;Remiz;1;0.0;0.0008673026886383347
46;Times of Contempt;Baron;Sabrina;1;0.0;0.0008673026886383347
47;Times of Contempt;Baron;Skomlik;2;0.014925373134328358;0.0017346053772766695
48;Times of Contempt;Baron;Vercta;2;0.014925373134328358;0.0017346053772766695
49;Times of Contempt;Bernie;Ciri;1;0.0;0.0008673026886383347
50;Times of Contempt;Bernie;Dandelion;3;0.029850746268656716;0.0026019080659150044
51;Times of Contempt;Bernie;Falka;1;0.0;0.0008673026886383347
52;Times of Contempt;Bernie;Geralt;3;0.029850746268656716;0.0026019080659150044
53;Times of Contempt;Bernie;Yennefer;1;0.0;0.0008673026886383347
54;Times of Contempt;Bianca;Rejean;1;0.0;0.0008673026886383347
55;Times of Contempt;Bianca;Sabrina;1;0.0;0.0008673026886383347
56;Times of Contempt;Blue;Ciri;6;0.07462686567164178;0.005203816131830009
57;Times of Contempt;Blue;Skomlik;1;0.0;0.0008673026886383347
58;Times of Contempt;Bode;Digod;1;0.0;0.0008673026886383347
59;Times of Contempt;Bronibor;Emhyr;1;0.0;0.0008673026886383347
60;Times of Contempt;Bronibor;Foltest;1;0.0;0.0008673026886383347
61;Times of Contempt;Cahir;Ciri;2;0.014925373134328358;0.0017346053772766695
62;Times of Contempt;Cahir;Emhyr;1;0.0;0.0008673026886383347
63;Times of Contempt;Cahir;Geralt;1;0.0;0.0008673026886383347
64;Times of Contempt;Cahir;Rience;1;0.0;0.0008673026886383347
65;Times of Contempt;Cahir;Vattier;1;0.0;0.0008673026886383347
66;Times of Contempt;Cahir;Vilgefortz;1;0.0;0.0008673026886383347
67;Times of Contempt;Cairbre;Toruviel;1;0.0;0.0008673026886383347
68;Times of Contempt;Cairbre;Yaevinn;2;0.014925373134328358;0.0017346053772766695
69;Times of Contempt;Carduin;Dorregaray;1;0.0;0.0008673026886383347
70;Times of Contempt;Carduin;Francesca;1;0.0;0.0008673026886383347
71;Times of Contempt;Carduin;Philippa;2;0.014925373134328358;0.0017346053772766695
72;Times of Contempt;Carduin;Sabrina;1;0.0;0.0008673026886383347
73;Times of Contempt;Carduin;Tissaia;2;0.014925373134328358;0.0017346053772766695
74;Times of Contempt;Cirilla;Codringher;2;0.014925373134328358;0.0017346053772766695
75;Times of Contempt;Cirilla;Emhyr;2;0.014925373134328358;0.0017346053772766695
76;Times of Contempt;Cirilla;Falka;1;0.0;0.0008673026886383347
77;Times of Contempt;Cirilla;Geralt;5;0.05970149253731343;0.004336513443191674
78;Times of Contempt;Cirilla;Margarita;1;0.0;0.0008673026886383347
79;Times of Contempt;Cirilla;Pavetta;4;0.04477611940298507;0.003469210754553339
80;Times of Contempt;Cirilla;Philippa;2;0.014925373134328358;0.0017346053772766695
81;Times of Contempt;Cirilla;Two;1;0.0;0.0008673026886383347
82;Times of Contempt;Cirilla;Vattier;1;0.0;0.0008673026886383347
83;Times of Contempt;Cirilla;Vilgefortz;1;0.0;0.0008673026886383347
84;Times of Contempt;Cirilla;Yennefer;3;0.029850746268656716;0.0026019080659150044
85;Times of Contempt;Ciri;Cirilla;1;0.0;0.0008673026886383347
86;Times of Contempt;Ciri;Codringher;10;0.13432835820895522;0.008673026886383347
87;Times of Contempt;Ciri;Dandelion;1;0.0;0.0008673026886383347
88;Times of Contempt;Ciri;Digod;1;0.0;0.0008673026886383347
89;Times of Contempt;Ciri;Emhyr;4;0.04477611940298507;0.003469210754553339
90;Times of Contempt;Ciri;Fabio;58;0.8507462686567164;0.05030355594102342
91;Times of Contempt;Ciri;Falka;4;0.04477611940298507;0.003469210754553339
92;Times of Contempt;Ciri;Foltest;1;0.0;0.0008673026886383347
93;Times of Contempt;Ciri;Geralt;24;0.34328358208955223;0.020815264527320035
94;Times of Contempt;Ciri;Giselher;14;0.19402985074626866;0.012142237640936688
95;Times of Contempt;Ciri;Iskra;6;0.07462686567164178;0.005203816131830009
96;Times of Contempt;Ciri;Ithlinne;1;0.0;0.0008673026886383347
97;Times of Contempt;Ciri;Jarre;3;0.029850746268656716;0.0026019080659150044
98;Times of Contempt;Ciri;Justin;2;0.014925373134328358;0.0017346053772766695
99;Times of Contempt;Ciri;Kayleigh;24;0.34328358208955223;0.020815264527320035
100;Times of Contempt;Ciri;Keira;1;0.0;0.0008673026886383347
101;Times of Contempt;Ciri;Lara;1;0.0;0.0008673026886383347
102;Times of Contempt;Ciri;Lars;1;0.0;0.0008673026886383347
103;Times of Contempt;Ciri;Leila;1;0.0;0.0008673026886383347
104;Times of Contempt;Ciri;Lydia;2;0.014925373134328358;0.0017346053772766695
105;Times of Contempt;Ciri;Margarita;8;0.1044776119402985;0.006938421509106678
106;Times of Contempt;Ciri;Mistle;9;0.11940298507462686;0.007805724197745013
